File name;Tag
5th_dimension-one_less_bell_to_answer;romantic
al_green-sha-la-la_make_me_happy;romantic
aretha_franklin-dont_play_that_song;romantic
beatles-strawberry_fields_forever;romantic
bobby_womack-womans_gotta_have_it;romantic
carole_king-youve_got_a_friend;romantic
cranberries-linger;romantic
diana_ross_and_the_supremes-where_did_our_love_go;romantic
doors-touch_me;romantic
evanescence-my_immortal;romantic
fiona_apple-love_ridden;romantic
leonard_cohen-suzanne;romantic
macy_gray-i_try;romantic
spiritualized-stop_your_crying;romantic
stereolab-cybeles_reverie;romantic
tim_hardin-dont_make_promises;romantic
abc-poison_arrow;rough
adam_ant-wonderful;rough
ani_difranco-crime_for_crime;rough
antiguru-peering;rough
arthur_yoria-at_least_you_ve_been_told;rough
belief_systems-skunk_werks;rough
black_crowes-thorn_in_my_pride;rough
black_sabbath-black_sabbath;rough
blue_yster_cult-burnin_for_you;rough
bon_jovi-livin_on_a_prayer;rough
built_to_spill-i_would_hurt_a_fly;rough
buzzcocks-everybodys_happy_nowadays;rough
cc_music_factory-gonna_make_you_sweat_everybody_dance_now;rough
charlie_parker-ornithology;rough
cream-tales_of_brave_ulysses;rough
daft_punk-da_funk;rough
dr_kuch-persuaders_dub;rough
electric_frankenstein-teenage_shutdown;rough
glen_bledsoe-p_pop;rough
jackson_5-abc;rough
kokoon-order;rough
ll_cool_j-mama_said_knock_you_out;rough
los_lobos-corrido_1;rough
love-you_set_the_scene;rough
metallica-one;rough
muddy_waters-mannish_boy;rough
rocket_city_riot-mine_tonite;rough
roots_of_rebellion-legend;rough
sex_pistols-pretty_vacant;rough
sir_mix-a-lot-baby_got_back;rough
soundgarden-black_hole_sun;rough
t._rex-children_of_the_revolution;rough
talking_heads-and_she_was;rough
third_eye_blind-semi-charmed_life;rough
throwing_muses-hate_my_way;rough
tori_amos-professional_widow;rough
5th_dimension-one_less_bell_to_answer;sad
alanis_morissette-thank_u;sad
billy_bragg-jeane;sad
black_sabbath-black_sabbath;sad
built_to_spill-i_would_hurt_a_fly;sad
chad_and_jeremy-before_and_after;sad
chantal_kreviazuk-surrounded;sad
cowboy_junkies-postcard_blues;sad
cream-tales_of_brave_ulysses;sad
evanescence-my_immortal;sad
fiona_apple-love_ridden;sad
macy_gray-i_try;sad
tom_paul-little_part_of_me;sad
tom_waits-time;sad
5th_dimension-one_less_bell_to_answer;tender
al_green-sha-la-la_make_me_happy;tender
bob_dylan-ill_be_your_baby_tonight;tender
bob_marley_and_the_wailers-three_little_birds;tender
bobby_womack-womans_gotta_have_it;tender
carole_king-youve_got_a_friend;tender
chantal_kreviazuk-surrounded;tender
cilla_black-alfie;tender
clarence_ashley-the_house_carpenter;tender
cowboy_junkies-postcard_blues;tender
cranberries-linger;tender
diana_ross_and_the_supremes-where_did_our_love_go;tender
doors-touch_me;tender
elton_john-tiny_dancer;tender
evanescence-my_immortal;tender
fiona_apple-love_ridden;tender
guns_n_roses-november_rain;tender
jamie_janover-event_horizon;tender
leonard_cohen-suzanne;tender
macy_gray-i_try;tender
spiritualized-stop_your_crying;tender
stereolab-cybeles_reverie;tender
tilopa-kyo_rei;tender
tom_paul-little_part_of_me;tender
tom_waits-time;tender
wicked_allstars-happy;tender
adam_ant-wonderful;touching
al_green-sha-la-la_make_me_happy;touching
aretha_franklin-dont_play_that_song;touching
bob_marley_and_the_wailers-three_little_birds;touching
bobby_womack-womans_gotta_have_it;touching
carole_king-youve_got_a_friend;touching
cilla_black-alfie;touching
cranberries-linger;touching
diana_ross_and_the_supremes-where_did_our_love_go;touching
doors-touch_me;touching
evanescence-my_immortal;touching
fiona_apple-love_ridden;touching
leonard_cohen-suzanne;touching
macy_gray-i_try;touching
spiritualized-stop_your_crying;touching
stereolab-cybeles_reverie;touching
dr_kuch-persuaders_dub;unpleasant
electric_frankenstein-teenage_shutdown;unpleasant
glen_bledsoe-p_pop;unpleasant
ll_cool_j-mama_said_knock_you_out;unpleasant
metallica-one;unpleasant
no_doubt-artificial_sweetener;unpleasant
norine_braun-spanish_banks;unpleasant
rocket_city_riot-mine_tonite;unpleasant
roots_of_rebellion-legend;unpleasant
sex_pistols-pretty_vacant;unpleasant
throwing_muses-hate_my_way;unpleasant
tori_amos-professional_widow;unpleasant
ani_difranco-crime_for_crime;unromantic
antiguru-peering;unromantic
arthur_yoria-at_least_you_ve_been_told;unromantic
barenaked_ladies-its_all_been_done;unromantic
belief_systems-skunk_werks;unromantic
black_crowes-thorn_in_my_pride;unromantic
black_sabbath-black_sabbath;unromantic
bon_jovi-livin_on_a_prayer;unromantic
built_to_spill-i_would_hurt_a_fly;unromantic
buzzcocks-everybodys_happy_nowadays;unromantic
cc_music_factory-gonna_make_you_sweat_everybody_dance_now;unromantic
cream-tales_of_brave_ulysses;unromantic
daft_punk-da_funk;unromantic
david_bowie-song_for_bob_dylan;unromantic
dr_kuch-persuaders_dub;unromantic
electric_frankenstein-teenage_shutdown;unromantic
glen_bledsoe-p_pop;unromantic
introspekt-tbd;unromantic
junior_murvin-police_and_thieves;unromantic
kokoon-order;unromantic
ll_cool_j-mama_said_knock_you_out;unromantic
massive_attack-risingson;unromantic
metallica-one;unromantic
norine_braun-spanish_banks;unromantic
psychetropic-dead_slow_day;unromantic
rocket_city_riot-mine_tonite;unromantic
roots_of_rebellion-legend;unromantic
scott_hill-silk_road;unromantic
sex_pistols-pretty_vacant;unromantic
sir_mix-a-lot-baby_got_back;unromantic
soundgarden-black_hole_sun;unromantic
t._rex-children_of_the_revolution;unromantic
talking_heads-and_she_was;unromantic
throwing_muses-hate_my_way;unromantic
tori_amos-professional_widow;unromantic
version-universal_humans;unromantic
violent_femmes-blister_in_the_sun;unromantic
black_flag-six_pack;aggressive
bush-comedown;aggressive
dr._dre-nuthin_but_a_g_thang;aggressive
faith_no_more-epic;aggressive
jackalopes-rotgut;aggressive
modest_mouse-what_people_are_made_of;aggressive
nine_inch_nails-head_like_a_hole;aggressive
nirvana-aneurysm;aggressive
adverts-gary_gilmores_eyes;angry
birthday_party-mr._clarinet;angry
black_flag-six_pack;angry
bush-comedown;angry
faith_no_more-epic;angry
modest_mouse-what_people_are_made_of;angry
nine_inch_nails-head_like_a_hole;angry
nirvana-aneurysm;angry
adverts-gary_gilmores_eyes;arousing
birthday_party-mr._clarinet;arousing
buena_vista_social_club-el_cuarto_de_tula;arousing
chumbawamba-tubthumping;arousing
count_basie-lester_leaps_in;arousing
creedence_clearwater_revival-travelin_band;arousing
dire_straits-money_for_nothing;arousing
django_reinhardt-brazil;arousing
doobie_brothers-china_grove;arousing
duke_ellington_and_his_orchestra-caravan;arousing
elvis_presley-heartbreak_hotel;arousing
faith_no_more-epic;arousing
germs-lexicon_devil;arousing
gin_blossoms-hey_jealousy;arousing
howlin_wolf-moanin_at_midnight;arousing
human_response-angels;arousing
jackalopes-rotgut;arousing
jefferson_airplane-somebody_to_love;arousing
jesse_manno-alf_leyla_wa_leyla;arousing
kanye_west-gold_digger;arousing
memories_of_tomorrow-transcend_fate_of_a_dj;arousing
nelly-country_grammar;arousing
new_order-blue_monday;arousing
nirvana-aneurysm;arousing
otis_redding-mr._pitiful;arousing
rick_james-super_freak;arousing
rubn_gonzlez-cumbanchero;arousing
squarepusher-a_journey_to_reedham_(7am_mix);arousing
sylvester-you_make_me_feel_mighty_real;arousing
todd_rundgren-bang_the_drum_all_day;arousing
aerobic_jonquil-sweat_machine;boring
allman_brothers_band-melissa;boring
barry_manilow-mandy;boring
billie_holiday-god_bless_the_child;boring
bots-take_the_power_back;boring
c_layne-devil_and_the_woman;boring
cheryl_ann_fulton-marsh_of_rhuddlan;boring
chet_baker-these_foolish_things;boring
crosby_stills_and_nash-guinnevere;boring
etherine-never_leave;boring
four_stones-brilliant_day_eine_kleine_mix;boring
gene_clark-the_true_one;boring
genesis-cuckoo_cocoon;boring
go-gos-vacation;boring
interpol-stella_was_a_diver_and_she_was_always_down;boring
john_lennon-imagine;boring
joy_division-love_will_tear_us_apart;boring
lisa_debenedictis-fruitless;boring
marvelettes-please_mr._postman;boring
neil_young-razor_love;boring
no_doubt-simple_kind_of_life;boring
norah_jones-dont_know_why;boring
pj_harvey-dry;boring
robert_johnson-sweet_home_chicago;boring
rufus_wainwright-cigarettes_and_chocolate_milk;boring
saros-prelude;boring
sebadoh-soul_and_fire;boring
shane_jackman-set_fire_to_the_city;boring
shins-new_slang;boring
snoop_doggy_dogg-gin_and_juice;boring
stan_getz-corcovado_quiet_nights_of_quiet_stars;boring
stone_roses-i_wanna_be_adored;boring
teenage_fanclub-the_concept;boring
aerobic_jonquil-sweat_machine;calming
allman_brothers_band-melissa;calming
barry_manilow-mandy;calming
billie_holiday-god_bless_the_child;calming
brenton_wood-lovey_dovey_kind_of_love;calming
cheryl_ann_fulton-marsh_of_rhuddlan;calming
chet_baker-these_foolish_things;calming
count_basie-lester_leaps_in;calming
crosby_stills_and_nash-guinnevere;calming
dido-here_with_me;calming
django_reinhardt-brazil;calming
eagles-tequila_sunrise;calming
elliott_smith-baby_britain;calming
etherine-never_leave;calming
frank_sinatra-fly_me_to_the_moon;calming
gene_clark-the_true_one;calming
genesis-cuckoo_cocoon;calming
jan_and_dean-surf_city;calming
kenji_williams-i_m_alive;calming
neil_young-razor_love;calming
norah_jones-dont_know_why;calming
radiohead-karma_police;calming
rufus_wainwright-cigarettes_and_chocolate_milk;calming
sarah_mclachlan-possession;calming
shane_jackman-set_fire_to_the_city;calming
shins-new_slang;calming
stan_getz-corcovado_quiet_nights_of_quiet_stars;calming
war-all_day_music;calming
brenton_wood-lovey_dovey_kind_of_love;catchy
buena_vista_social_club-el_cuarto_de_tula;catchy
cars-good_times_roll;catchy
christina_aguilera-genie_in_a_bottle;catchy
chumbawamba-tubthumping;catchy
count_basie-lester_leaps_in;catchy
creedence_clearwater_revival-travelin_band;catchy
dido-here_with_me;catchy
django_reinhardt-brazil;catchy
dr._dre-nuthin_but_a_g_thang;catchy
eagles-tequila_sunrise;catchy
elliott_smith-baby_britain;catchy
elvis_presley-heartbreak_hotel;catchy
frank_sinatra-fly_me_to_the_moon;catchy
gin_blossoms-hey_jealousy;catchy
howlin_wolf-moanin_at_midnight;catchy
human_response-angels;catchy
jan_and_dean-surf_city;catchy
jefferson_airplane-somebody_to_love;catchy
john_lennon-imagine;catchy
kanye_west-gold_digger;catchy
mary_wells-my_guy;catchy
nelly-country_grammar;catchy
new_order-blue_monday;catchy
rick_james-super_freak;catchy
robert_johnson-sweet_home_chicago;catchy
rufus_wainwright-cigarettes_and_chocolate_milk;catchy
smiths-how_soon_is_now;catchy
starship-nothings_gonna_stop_us_now;catchy
sylvester-you_make_me_feel_mighty_real;catchy
todd_rundgren-bang_the_drum_all_day;catchy
weezer-buddy_holly;catchy
brenton_wood-lovey_dovey_kind_of_love;cheerful
buena_vista_social_club-el_cuarto_de_tula;cheerful
christina_aguilera-genie_in_a_bottle;cheerful
chumbawamba-tubthumping;cheerful
count_basie-lester_leaps_in;cheerful
creedence_clearwater_revival-travelin_band;cheerful
dire_straits-money_for_nothing;cheerful
django_reinhardt-brazil;cheerful
doobie_brothers-china_grove;cheerful
elliott_smith-baby_britain;cheerful
frank_sinatra-fly_me_to_the_moon;cheerful
jan_and_dean-surf_city;cheerful
mary_wells-my_guy;cheerful
memories_of_tomorrow-transcend_fate_of_a_dj;cheerful
nelly-country_grammar;cheerful
otis_redding-mr._pitiful;cheerful
rubn_gonzlez-cumbanchero;cheerful
squarepusher-a_journey_to_reedham_(7am_mix);cheerful
sylvester-you_make_me_feel_mighty_real;cheerful
todd_rundgren-bang_the_drum_all_day;cheerful
war-all_day_music;cheerful
weezer-buddy_holly;cheerful
adverts-gary_gilmores_eyes;depressed
aerobic_jonquil-sweat_machine;depressed
alice_in_chains-no_excuses;depressed
birthday_party-mr._clarinet;depressed
black_flag-six_pack;depressed
blind_faith-had_to_cry_today;depressed
bush-comedown;depressed
c_layne-devil_and_the_woman;depressed
elvis_presley-heartbreak_hotel;depressed
etherine-never_leave;depressed
genesis-cuckoo_cocoon;depressed
gin_blossoms-hey_jealousy;depressed
howlin_wolf-moanin_at_midnight;depressed
human_response-angels;depressed
interpol-stella_was_a_diver_and_she_was_always_down;depressed
jefferson_airplane-somebody_to_love;depressed
joy_division-love_will_tear_us_apart;depressed
love_and_rockets-mirror_people;depressed
modest_mouse-what_people_are_made_of;depressed
nine_inch_nails-head_like_a_hole;depressed
nirvana-aneurysm;depressed
otis_redding-mr._pitiful;depressed
pj_harvey-dry;depressed
psychedelic_furs-love_my_way;depressed
radiohead-karma_police;depressed
saros-prelude;depressed
shiva_in_exile-hollow_earth;depressed
smiths-how_soon_is_now;depressed
snoop_doggy_dogg-gin_and_juice;depressed
stone_roses-i_wanna_be_adored;depressed
alice_in_chains-no_excuses;emotional
barry_manilow-mandy;emotional
billie_holiday-god_bless_the_child;emotional
birthday_party-mr._clarinet;emotional
buena_vista_social_club-el_cuarto_de_tula;emotional
chet_baker-these_foolish_things;emotional
christina_aguilera-genie_in_a_bottle;emotional
count_basie-lester_leaps_in;emotional
dido-here_with_me;emotional
eagles-tequila_sunrise;emotional
elvis_presley-heartbreak_hotel;emotional
faith_no_more-epic;emotional
gin_blossoms-hey_jealousy;emotional
howlin_wolf-moanin_at_midnight;emotional
jesse_manno-alf_leyla_wa_leyla;emotional
marvelettes-please_mr._postman;emotional
neil_young-razor_love;emotional
nelly-country_grammar;emotional
no_doubt-simple_kind_of_life;emotional
norah_jones-dont_know_why;emotional
otis_redding-mr._pitiful;emotional
radiohead-karma_police;emotional
robert_johnson-sweet_home_chicago;emotional
rubn_gonzlez-cumbanchero;emotional
sarah_mclachlan-possession;emotional
shane_jackman-set_fire_to_the_city;emotional
shins-new_slang;emotional
stan_getz-corcovado_quiet_nights_of_quiet_stars;emotional
teenage_fanclub-the_concept;emotional
war-all_day_music;emotional
birthday_party-mr._clarinet;exciting
buena_vista_social_club-el_cuarto_de_tula;exciting
chumbawamba-tubthumping;exciting
count_basie-lester_leaps_in;exciting
creedence_clearwater_revival-travelin_band;exciting
django_reinhardt-brazil;exciting
doobie_brothers-china_grove;exciting
faith_no_more-epic;exciting
germs-lexicon_devil;exciting
jan_and_dean-surf_city;exciting
jefferson_airplane-somebody_to_love;exciting
jesse_manno-alf_leyla_wa_leyla;exciting
kanye_west-gold_digger;exciting
modest_mouse-what_people_are_made_of;exciting
nelly-country_grammar;exciting
otis_redding-mr._pitiful;exciting
rick_james-super_freak;exciting
rubn_gonzlez-cumbanchero;exciting
smiths-how_soon_is_now;exciting
squarepusher-a_journey_to_reedham_(7am_mix);exciting
sylvester-you_make_me_feel_mighty_real;exciting
todd_rundgren-bang_the_drum_all_day;exciting
weezer-buddy_holly;exciting
chumbawamba-tubthumping;hanging with friends
creedence_clearwater_revival-travelin_band;hanging with friends
elvis_costello-less_than_zero;hanging with friends
frank_sinatra-fly_me_to_the_moon;hanging with friends
germs-lexicon_devil;hanging with friends
radiohead-karma_police;hanging with friends
weezer-buddy_holly;hanging with friends
blur-country_house;happy
booker_t._and_the_mgs-time_is_tight;happy
brenton_wood-lovey_dovey_kind_of_love;happy
buena_vista_social_club-el_cuarto_de_tula;happy
cars-good_times_roll;happy
cheryl_ann_fulton-marsh_of_rhuddlan;happy
christina_aguilera-genie_in_a_bottle;happy
chumbawamba-tubthumping;happy
count_basie-lester_leaps_in;happy
creedence_clearwater_revival-travelin_band;happy
dire_straits-money_for_nothing;happy
django_reinhardt-brazil;happy
doobie_brothers-china_grove;happy
duke_ellington_and_his_orchestra-caravan;happy
elliott_smith-baby_britain;happy
frank_sinatra-fly_me_to_the_moon;happy
go-gos-vacation;happy
jan_and_dean-surf_city;happy
mary_wells-my_guy;happy
nelly-country_grammar;happy
ramones-i_just_want_to_have_something_to_do;happy
rick_james-super_freak;happy
rubn_gonzlez-cumbanchero;happy
squarepusher-a_journey_to_reedham_(7am_mix);happy
sylvester-you_make_me_feel_mighty_real;happy
todd_rundgren-bang_the_drum_all_day;happy
war-all_day_music;happy
weezer-buddy_holly;happy
zapp-dance_floor;happy
adverts-gary_gilmores_eyes;indifferent
aerobic_jonquil-sweat_machine;indifferent
birthday_party-mr._clarinet;indifferent
black_flag-six_pack;indifferent
blind_faith-had_to_cry_today;indifferent
blur-country_house;indifferent
booker_t._and_the_mgs-time_is_tight;indifferent
bots-take_the_power_back;indifferent
bush-comedown;indifferent
cars-good_times_roll;indifferent
creedence_clearwater_revival-travelin_band;indifferent
dire_straits-money_for_nothing;indifferent
doobie_brothers-china_grove;indifferent
dr._dre-nuthin_but_a_g_thang;indifferent
duke_ellington_and_his_orchestra-caravan;indifferent
elvis_costello-less_than_zero;indifferent
faith_no_more-epic;indifferent
go-gos-vacation;indifferent
interpol-stella_was_a_diver_and_she_was_always_down;indifferent
jackalopes-rotgut;indifferent
jan_and_dean-surf_city;indifferent
jefferson_airplane-somebody_to_love;indifferent
jesse_manno-alf_leyla_wa_leyla;indifferent
kanye_west-gold_digger;indifferent
kraftwerk-spacelab;indifferent
love_and_rockets-mirror_people;indifferent
memories_of_tomorrow-transcend_fate_of_a_dj;indifferent
modest_mouse-what_people_are_made_of;indifferent
nelly-country_grammar;indifferent
new_order-blue_monday;indifferent
nine_inch_nails-head_like_a_hole;indifferent
nirvana-aneurysm;indifferent
pixies-wave_of_mutilation;indifferent
pj_harvey-dry;indifferent
rick_james-super_freak;indifferent
robert_johnson-sweet_home_chicago;indifferent
rolling_stones-little_by_little;indifferent
saros-prelude;indifferent
shiva_in_exile-hollow_earth;indifferent
smiths-how_soon_is_now;indifferent
snoop_doggy_dogg-gin_and_juice;indifferent
squarepusher-a_journey_to_reedham_(7am_mix);indifferent
strojovna_07-130;indifferent
todd_rundgren-bang_the_drum_all_day;indifferent
weezer-buddy_holly;indifferent
allman_brothers_band-melissa;mellow
brenton_wood-lovey_dovey_kind_of_love;mellow
c_layne-devil_and_the_woman;mellow
chet_baker-these_foolish_things;mellow
count_basie-lester_leaps_in;mellow
crosby_stills_and_nash-guinnevere;mellow
django_reinhardt-brazil;mellow
genesis-cuckoo_cocoon;mellow
jan_and_dean-surf_city;mellow
john_lennon-imagine;mellow
kenji_williams-i_m_alive;mellow
kraftwerk-spacelab;mellow
neil_young-razor_love;mellow
norah_jones-dont_know_why;mellow
radiohead-karma_police;mellow
rufus_wainwright-cigarettes_and_chocolate_milk;mellow
shins-new_slang;mellow
stan_getz-corcovado_quiet_nights_of_quiet_stars;mellow
war-all_day_music;mellow
aerobic_jonquil-sweat_machine;not angry - agressive
allman_brothers_band-melissa;not angry - agressive
barry_manilow-mandy;not angry - agressive
billie_holiday-god_bless_the_child;not angry - agressive
blur-country_house;not angry - agressive
booker_t._and_the_mgs-time_is_tight;not angry - agressive
brenton_wood-lovey_dovey_kind_of_love;not angry - agressive
buena_vista_social_club-el_cuarto_de_tula;not angry - agressive
c_layne-devil_and_the_woman;not angry - agressive
cars-good_times_roll;not angry - agressive
cheryl_ann_fulton-marsh_of_rhuddlan;not angry - agressive
chet_baker-these_foolish_things;not angry - agressive
christina_aguilera-genie_in_a_bottle;not angry - agressive
chumbawamba-tubthumping;not angry - agressive
count_basie-lester_leaps_in;not angry - agressive
crosby_stills_and_nash-guinnevere;not angry - agressive
dido-here_with_me;not angry - agressive
django_reinhardt-brazil;not angry - agressive
duke_ellington_and_his_orchestra-caravan;not angry - agressive
eagles-tequila_sunrise;not angry - agressive
elliott_smith-baby_britain;not angry - agressive
elvis_presley-heartbreak_hotel;not angry - agressive
etherine-never_leave;not angry - agressive
four_stones-brilliant_day_eine_kleine_mix;not angry - agressive
frank_sinatra-fly_me_to_the_moon;not angry - agressive
gene_clark-the_true_one;not angry - agressive
genesis-cuckoo_cocoon;not angry - agressive
go-gos-vacation;not angry - agressive
interpol-stella_was_a_diver_and_she_was_always_down;not angry - agressive
jan_and_dean-surf_city;not angry - agressive
john_lennon-imagine;not angry - agressive
joy_division-love_will_tear_us_apart;not angry - agressive
kenji_williams-i_m_alive;not angry - agressive
kraftwerk-spacelab;not angry - agressive
lisa_debenedictis-fruitless;not angry - agressive
marvelettes-please_mr._postman;not angry - agressive
mary_wells-my_guy;not angry - agressive
memories_of_tomorrow-transcend_fate_of_a_dj;not angry - agressive
neil_young-razor_love;not angry - agressive
new_order-blue_monday;not angry - agressive
no_doubt-simple_kind_of_life;not angry - agressive
norah_jones-dont_know_why;not angry - agressive
otis_redding-mr._pitiful;not angry - agressive
pixies-wave_of_mutilation;not angry - agressive
rick_james-super_freak;not angry - agressive
robert_johnson-sweet_home_chicago;not angry - agressive
rolling_stones-little_by_little;not angry - agressive
roxy_music-love_is_the_drug;not angry - agressive
rubn_gonzlez-cumbanchero;not angry - agressive
rufus_wainwright-cigarettes_and_chocolate_milk;not angry - agressive
sarah_mclachlan-possession;not angry - agressive
sebadoh-soul_and_fire;not angry - agressive
shane_jackman-set_fire_to_the_city;not angry - agressive
shins-new_slang;not angry - agressive
shiva_in_exile-hollow_earth;not angry - agressive
squarepusher-a_journey_to_reedham_(7am_mix);not angry - agressive
stan_getz-corcovado_quiet_nights_of_quiet_stars;not angry - agressive
starship-nothings_gonna_stop_us_now;not angry - agressive
stone_roses-i_wanna_be_adored;not angry - agressive
strojovna_07-130;not angry - agressive
sylvester-you_make_me_feel_mighty_real;not angry - agressive
teenage_fanclub-the_concept;not angry - agressive
war-all_day_music;not angry - agressive
zapp-dance_floor;not angry - agressive
adverts-gary_gilmores_eyes;not calming
birthday_party-mr._clarinet;not calming
black_flag-six_pack;not calming
bush-comedown;not calming
chumbawamba-tubthumping;not calming
creedence_clearwater_revival-travelin_band;not calming
dire_straits-money_for_nothing;not calming
doobie_brothers-china_grove;not calming
duke_ellington_and_his_orchestra-caravan;not calming
faith_no_more-epic;not calming
gin_blossoms-hey_jealousy;not calming
go-gos-vacation;not calming
interpol-stella_was_a_diver_and_she_was_always_down;not calming
jackalopes-rotgut;not calming
jefferson_airplane-somebody_to_love;not calming
love_and_rockets-mirror_people;not calming
modest_mouse-what_people_are_made_of;not calming
nelly-country_grammar;not calming
nine_inch_nails-head_like_a_hole;not calming
nirvana-aneurysm;not calming
pj_harvey-dry;not calming
ramones-i_just_want_to_have_something_to_do;not calming
rick_james-super_freak;not calming
roxy_music-love_is_the_drug;not calming
rubn_gonzlez-cumbanchero;not calming
squarepusher-a_journey_to_reedham_(7am_mix);not calming
starship-nothings_gonna_stop_us_now;not calming
sylvester-you_make_me_feel_mighty_real;not calming
todd_rundgren-bang_the_drum_all_day;not calming
zapp-dance_floor;not calming
adverts-gary_gilmores_eyes;not happy
aerobic_jonquil-sweat_machine;not happy
birthday_party-mr._clarinet;not happy
black_flag-six_pack;not happy
blind_faith-had_to_cry_today;not happy
bush-comedown;not happy
c_layne-devil_and_the_woman;not happy
crosby_stills_and_nash-guinnevere;not happy
eagles-tequila_sunrise;not happy
etherine-never_leave;not happy
faith_no_more-epic;not happy
four_stones-brilliant_day_eine_kleine_mix;not happy
gene_clark-the_true_one;not happy
gin_blossoms-hey_jealousy;not happy
howlin_wolf-moanin_at_midnight;not happy
interpol-stella_was_a_diver_and_she_was_always_down;not happy
kenji_williams-i_m_alive;not happy
lisa_debenedictis-fruitless;not happy
love_and_rockets-mirror_people;not happy
marvelettes-please_mr._postman;not happy
nine_inch_nails-head_like_a_hole;not happy
nirvana-aneurysm;not happy
pj_harvey-dry;not happy
psychedelic_furs-love_my_way;not happy
radiohead-karma_police;not happy
rufus_wainwright-cigarettes_and_chocolate_milk;not happy
saros-prelude;not happy
sebadoh-soul_and_fire;not happy
shane_jackman-set_fire_to_the_city;not happy
shins-new_slang;not happy
shiva_in_exile-hollow_earth;not happy
snoop_doggy_dogg-gin_and_juice;not happy
adverts-gary_gilmores_eyes;not sad
aerobic_jonquil-sweat_machine;not sad
blur-country_house;not sad
booker_t._and_the_mgs-time_is_tight;not sad
brenton_wood-lovey_dovey_kind_of_love;not sad
cars-good_times_roll;not sad
cheryl_ann_fulton-marsh_of_rhuddlan;not sad
christina_aguilera-genie_in_a_bottle;not sad
chumbawamba-tubthumping;not sad
count_basie-lester_leaps_in;not sad
creedence_clearwater_revival-travelin_band;not sad
dire_straits-money_for_nothing;not sad
django_reinhardt-brazil;not sad
doobie_brothers-china_grove;not sad
dr._dre-nuthin_but_a_g_thang;not sad
duke_ellington_and_his_orchestra-caravan;not sad
elliott_smith-baby_britain;not sad
elvis_costello-less_than_zero;not sad
faith_no_more-epic;not sad
frank_sinatra-fly_me_to_the_moon;not sad
germs-lexicon_devil;not sad
go-gos-vacation;not sad
human_response-angels;not sad
jackalopes-rotgut;not sad
jan_and_dean-surf_city;not sad
jefferson_airplane-somebody_to_love;not sad
joy_division-love_will_tear_us_apart;not sad
kraftwerk-spacelab;not sad
mary_wells-my_guy;not sad
nelly-country_grammar;not sad
nine_inch_nails-head_like_a_hole;not sad
pixies-wave_of_mutilation;not sad
ramones-i_just_want_to_have_something_to_do;not sad
rick_james-super_freak;not sad
roxy_music-love_is_the_drug;not sad
rubn_gonzlez-cumbanchero;not sad
squarepusher-a_journey_to_reedham_(7am_mix);not sad
starship-nothings_gonna_stop_us_now;not sad
strojovna_07-130;not sad
sylvester-you_make_me_feel_mighty_real;not sad
todd_rundgren-bang_the_drum_all_day;not sad
weezer-buddy_holly;not sad
zapp-dance_floor;not sad
aerobic_jonquil-sweat_machine;pleasant
alice_in_chains-no_excuses;pleasant
allman_brothers_band-melissa;pleasant
barry_manilow-mandy;pleasant
billie_holiday-god_bless_the_child;pleasant
blur-country_house;pleasant
booker_t._and_the_mgs-time_is_tight;pleasant
brenton_wood-lovey_dovey_kind_of_love;pleasant
buena_vista_social_club-el_cuarto_de_tula;pleasant
cheryl_ann_fulton-marsh_of_rhuddlan;pleasant
chet_baker-these_foolish_things;pleasant
count_basie-lester_leaps_in;pleasant
crosby_stills_and_nash-guinnevere;pleasant
dido-here_with_me;pleasant
django_reinhardt-brazil;pleasant
eagles-tequila_sunrise;pleasant
elliott_smith-baby_britain;pleasant
elvis_costello-less_than_zero;pleasant
etherine-never_leave;pleasant
frank_sinatra-fly_me_to_the_moon;pleasant
genesis-cuckoo_cocoon;pleasant
go-gos-vacation;pleasant
human_response-angels;pleasant
jan_and_dean-surf_city;pleasant
marvelettes-please_mr._postman;pleasant
mary_wells-my_guy;pleasant
neil_young-razor_love;pleasant
norah_jones-dont_know_why;pleasant
otis_redding-mr._pitiful;pleasant
roxy_music-love_is_the_drug;pleasant
rufus_wainwright-cigarettes_and_chocolate_milk;pleasant
sarah_mclachlan-possession;pleasant
shane_jackman-set_fire_to_the_city;pleasant
stan_getz-corcovado_quiet_nights_of_quiet_stars;pleasant
starship-nothings_gonna_stop_us_now;pleasant
teenage_fanclub-the_concept;pleasant
war-all_day_music;pleasant
weezer-buddy_holly;pleasant
billie_holiday-god_bless_the_child;positive
blur-country_house;positive
brenton_wood-lovey_dovey_kind_of_love;positive
cars-good_times_roll;positive
chet_baker-these_foolish_things;positive
chumbawamba-tubthumping;positive
count_basie-lester_leaps_in;positive
dido-here_with_me;positive
django_reinhardt-brazil;positive
doobie_brothers-china_grove;positive
elliott_smith-baby_britain;positive
frank_sinatra-fly_me_to_the_moon;positive
go-gos-vacation;positive
jan_and_dean-surf_city;positive
john_lennon-imagine;positive
mary_wells-my_guy;positive
nelly-country_grammar;positive
rubn_gonzlez-cumbanchero;positive
rufus_wainwright-cigarettes_and_chocolate_milk;positive
squarepusher-a_journey_to_reedham_(7am_mix);positive
stan_getz-corcovado_quiet_nights_of_quiet_stars;positive
starship-nothings_gonna_stop_us_now;positive
sylvester-you_make_me_feel_mighty_real;positive
todd_rundgren-bang_the_drum_all_day;positive
war-all_day_music;positive
weezer-buddy_holly;positive
